filename,label,label_id,source,duration
esc50_normal_dog_1-100032-A-0.wav,normal,5,ESC-50,4.0
esc50_normal_vacuum_cleaner_1-100210-A-36.wav,normal,5,ESC-50,4.0
esc50_normal_vacuum_cleaner_1-100210-B-36.wav,normal,5,ESC-50,4.0
esc50_normal_door_wood_knock_1-101336-A-30.wav,normal,5,ESC-50,4.0
esc50_normal_door_wood_knock_1-103995-A-30.wav,normal,5,ESC-50,4.0
esc50_normal_door_wood_knock_1-103999-A-30.wav,normal,5,ESC-50,4.0
esc50_normal_dog_1-110389-A-0.wav,normal,5,ESC-50,4.0
esc50_clock_alarm_clock_alarm_1-13613-A-37.wav,clock_alarm,1,ESC-50,4.0
esc50_normal_keyboard_typing_1-137-A-32.wav,normal,5,ESC-50,4.0
esc50_clock_alarm_clock_alarm_1-14262-A-37.wav,clock_alarm,1,ESC-50,4.0
esc50_normal_footsteps_1-155858-A-25.wav,normal,5,ESC-50,4.0
esc50_normal_footsteps_1-155858-B-25.wav,normal,5,ESC-50,4.0
esc50_normal_footsteps_1-155858-C-25.wav,normal,5,ESC-50,4.0
esc50_normal_footsteps_1-155858-D-25.wav,normal,5,ESC-50,4.0
esc50_normal_footsteps_1-155858-E-25.wav,normal,5,ESC-50,4.0
esc50_normal_footsteps_1-155858-F-25.wav,normal,5,ESC-50,4.0
esc50_normal_laughing_1-1791-A-26.wav,normal,5,ESC-50,4.0
esc50_normal_vacuum_cleaner_1-19840-A-36.wav,normal,5,ESC-50,4.0
esc50_normal_vacuum_cleaner_1-19872-A-36.wav,normal,5,ESC-50,4.0
esc50_normal_vacuum_cleaner_1-19872-B-36.wav,normal,5,ESC-50,4.0
esc50_glass_breaking_glass_breaking_1-20133-A-39.wav,glass_breaking,0,ESC-50,4.0
esc50_normal_washing_machine_1-21896-A-35.wav,normal,5,ESC-50,4.0
esc50_normal_clock_tick_1-21934-A-38.wav,normal,5,ESC-50,4.0
esc50_normal_clock_tick_1-21935-A-38.wav,normal,5,ESC-50,4.0
esc50_normal_footsteps_1-223162-A-25.wav,normal,5,ESC-50,4.0
esc50_normal_washing_machine_1-23996-A-35.wav,normal,5,ESC-50,4.0
esc50_normal_washing_machine_1-23996-B-35.wav,normal,5,ESC-50,4.0
esc50_normal_door_wood_knock_1-26188-A-30.wav,normal,5,ESC-50,4.0
esc50_normal_washing_machine_1-27165-A-35.wav,normal,5,ESC-50,4.0
esc50_normal_washing_machine_1-27166-A-35.wav,normal,5,ESC-50,4.0
esc50_normal_laughing_1-30039-A-26.wav,normal,5,ESC-50,4.0
esc50_normal_laughing_1-30043-A-26.wav,normal,5,ESC-50,4.0
esc50_normal_dog_1-30226-A-0.wav,normal,5,ESC-50,4.0
esc50_normal_dog_1-30344-A-0.wav,normal,5,ESC-50,4.0
esc50_normal_dog_1-32318-A-0.wav,normal,5,ESC-50,4.0
esc50_normal_washing_machine_1-32373-A-35.wav,normal,5,ESC-50,4.0
esc50_normal_washing_machine_1-32373-B-35.wav,normal,5,ESC-50,4.0
esc50_normal_laughing_1-33658-A-26.wav,normal,5,ESC-50,4.0
esc50_clock_alarm_clock_alarm_1-34853-A-37.wav,clock_alarm,1,ESC-50,4.0
esc50_normal_clock_tick_1-35687-A-38.wav,normal,5,ESC-50,4.0
esc50_normal_laughing_1-36164-A-26.wav,normal,5,ESC-50,4.0
esc50_normal_laughing_1-36164-B-26.wav,normal,5,ESC-50,4.0
esc50_normal_clock_tick_1-42139-A-38.wav,normal,5,ESC-50,4.0
esc50_normal_vacuum_cleaner_1-46744-A-36.wav,normal,5,ESC-50,4.0
esc50_normal_clock_tick_1-48413-A-38.wav,normal,5,ESC-50,4.0
esc50_normal_washing_machine_1-49098-A-35.wav,normal,5,ESC-50,4.0
esc50_normal_footsteps_1-51147-A-25.wav,normal,5,ESC-50,4.0
esc50_normal_door_wood_knock_1-52290-A-30.wav,normal,5,ESC-50,4.0
esc50_normal_keyboard_typing_1-53501-A-32.wav,normal,5,ESC-50,4.0
esc50_normal_clock_tick_1-57163-A-38.wav,normal,5,ESC-50,4.0
esc50_normal_dog_1-59513-A-0.wav,normal,5,ESC-50,4.0
esc50_normal_vacuum_cleaner_1-60460-A-36.wav,normal,5,ESC-50,4.0
esc50_normal_keyboard_typing_1-61212-A-32.wav,normal,5,ESC-50,4.0
esc50_normal_keyboard_typing_1-62594-A-32.wav,normal,5,ESC-50,4.0
esc50_normal_clock_tick_1-62849-A-38.wav,normal,5,ESC-50,4.0
esc50_normal_clock_tick_1-62850-A-38.wav,normal,5,ESC-50,4.0
esc50_clock_alarm_clock_alarm_1-67033-A-37.wav,clock_alarm,1,ESC-50,4.0
esc50_clock_alarm_clock_alarm_1-72195-A-37.wav,clock_alarm,1,ESC-50,4.0
esc50_clock_alarm_clock_alarm_1-72195-B-37.wav,clock_alarm,1,ESC-50,4.0
esc50_normal_laughing_1-72695-A-26.wav,normal,5,ESC-50,4.0
esc50_normal_laughing_1-73123-A-26.wav,normal,5,ESC-50,4.0
esc50_clock_alarm_clock_alarm_1-74517-A-37.wav,clock_alarm,1,ESC-50,4.0
esc50_normal_vacuum_cleaner_1-79236-A-36.wav,normal,5,ESC-50,4.0
esc50_normal_keyboard_typing_1-79711-A-32.wav,normal,5,ESC-50,4.0
esc50_normal_door_wood_knock_1-81001-A-30.wav,normal,5,ESC-50,4.0
esc50_normal_door_wood_knock_1-81001-B-30.wav,normal,5,ESC-50,4.0
esc50_normal_door_wood_knock_1-82817-A-30.wav,normal,5,ESC-50,4.0
esc50_normal_keyboard_typing_1-84393-A-32.wav,normal,5,ESC-50,4.0
esc50_glass_breaking_glass_breaking_1-84536-A-39.wav,glass_breaking,0,ESC-50,4.0
esc50_glass_breaking_glass_breaking_1-84704-A-39.wav,glass_breaking,0,ESC-50,4.0
esc50_glass_breaking_glass_breaking_1-84705-A-39.wav,glass_breaking,0,ESC-50,4.0
esc50_glass_breaking_glass_breaking_1-85168-A-39.wav,glass_breaking,0,ESC-50,4.0
esc50_glass_breaking_glass_breaking_1-85184-A-39.wav,glass_breaking,0,ESC-50,4.0
esc50_normal_dog_1-85362-A-0.wav,normal,5,ESC-50,4.0
esc50_glass_breaking_glass_breaking_1-88807-A-39.wav,glass_breaking,0,ESC-50,4.0
esc50_normal_keyboard_typing_1-94231-A-32.wav,normal,5,ESC-50,4.0
esc50_normal_keyboard_typing_1-94231-B-32.wav,normal,5,ESC-50,4.0
esc50_clock_alarm_clock_alarm_1-96890-A-37.wav,clock_alarm,1,ESC-50,4.0
esc50_normal_dog_1-97392-A-0.wav,normal,5,ESC-50,4.0
esc50_glass_breaking_glass_breaking_1-977-A-39.wav,glass_breaking,0,ESC-50,4.0
esc50_clock_alarm_clock_alarm_2-102435-A-37.wav,clock_alarm,1,ESC-50,4.0
esc50_normal_washing_machine_2-102567-A-35.wav,normal,5,ESC-50,4.0
esc50_normal_washing_machine_2-102567-B-35.wav,normal,5,ESC-50,4.0
esc50_normal_washing_machine_2-102567-C-35.wav,normal,5,ESC-50,4.0
esc50_normal_washing_machine_2-102567-D-35.wav,normal,5,ESC-50,4.0
esc50_normal_washing_machine_2-102568-A-35.wav,normal,5,ESC-50,4.0
esc50_normal_keyboard_typing_2-104168-A-32.wav,normal,5,ESC-50,4.0
esc50_clock_alarm_clock_alarm_2-104475-A-37.wav,clock_alarm,1,ESC-50,4.0
esc50_clock_alarm_clock_alarm_2-104476-A-37.wav,clock_alarm,1,ESC-50,4.0
esc50_normal_vacuum_cleaner_2-106072-A-36.wav,normal,5,ESC-50,4.0
esc50_normal_vacuum_cleaner_2-106073-A-36.wav,normal,5,ESC-50,4.0
esc50_glass_breaking_glass_breaking_2-106881-A-39.wav,glass_breaking,0,ESC-50,4.0
esc50_normal_keyboard_typing_2-109316-A-32.wav,normal,5,ESC-50,4.0
esc50_normal_laughing_2-109759-A-26.wav,normal,5,ESC-50,4.0
esc50_normal_laughing_2-109759-B-26.wav,normal,5,ESC-50,4.0
esc50_glass_breaking_glass_breaking_2-112213-A-39.wav,glass_breaking,0,ESC-50,4.0
esc50_glass_breaking_glass_breaking_2-112213-B-39.wav,glass_breaking,0,ESC-50,4.0
esc50_normal_door_wood_knock_2-114254-A-30.wav,normal,5,ESC-50,4.0
esc50_normal_dog_2-114280-A-0.wav,normal,5,ESC-50,4.0
esc50_normal_dog_2-114587-A-0.wav,normal,5,ESC-50,4.0
esc50_normal_dog_2-116400-A-0.wav,normal,5,ESC-50,4.0
esc50_clock_alarm_clock_alarm_2-117116-A-37.wav,clock_alarm,1,ESC-50,4.0
esc50_normal_dog_2-117271-A-0.wav,normal,5,ESC-50,4.0
esc50_normal_dog_2-118072-A-0.wav,normal,5,ESC-50,4.0
esc50_normal_keyboard_typing_2-118459-A-32.wav,normal,5,ESC-50,4.0
esc50_normal_keyboard_typing_2-118459-B-32.wav,normal,5,ESC-50,4.0
esc50_normal_door_wood_knock_2-118624-A-30.wav,normal,5,ESC-50,4.0
esc50_normal_door_wood_knock_2-118625-A-30.wav,normal,5,ESC-50,4.0
esc50_normal_keyboard_typing_2-118817-A-32.wav,normal,5,ESC-50,4.0
esc50_normal_dog_2-118964-A-0.wav,normal,5,ESC-50,4.0
esc50_normal_clock_tick_2-119748-A-38.wav,normal,5,ESC-50,4.0
esc50_normal_door_wood_knock_2-120218-A-30.wav,normal,5,ESC-50,4.0
esc50_normal_door_wood_knock_2-120218-B-30.wav,normal,5,ESC-50,4.0
esc50_normal_keyboard_typing_2-120333-A-32.wav,normal,5,ESC-50,4.0
esc50_normal_washing_machine_2-121909-A-35.wav,normal,5,ESC-50,4.0
esc50_normal_dog_2-122104-A-0.wav,normal,5,ESC-50,4.0
esc50_normal_dog_2-122104-B-0.wav,normal,5,ESC-50,4.0
esc50_normal_vacuum_cleaner_2-122820-A-36.wav,normal,5,ESC-50,4.0
esc50_normal_vacuum_cleaner_2-122820-B-36.wav,normal,5,ESC-50,4.0
esc50_normal_clock_tick_2-127108-A-38.wav,normal,5,ESC-50,4.0
esc50_normal_clock_tick_2-131943-A-38.wav,normal,5,ESC-50,4.0
esc50_normal_door_wood_knock_2-133889-A-30.wav,normal,5,ESC-50,4.0
esc50_normal_clock_tick_2-134700-A-38.wav,normal,5,ESC-50,4.0
esc50_normal_door_wood_knock_2-134915-A-30.wav,normal,5,ESC-50,4.0
esc50_normal_clock_tick_2-135728-A-38.wav,normal,5,ESC-50,4.0
esc50_normal_clock_tick_2-140147-A-38.wav,normal,5,ESC-50,4.0
esc50_normal_door_wood_knock_2-140841-A-30.wav,normal,5,ESC-50,4.0
